,titulo,enlace,ubicacion,zona,precio_publicado,precio_pesos,terreno_m2,construidos_m2,cuartos,banos,estacionamiento,contacto
641,Departamento en Venta en Cancún Zona Hotelera,https://www.inmuebles24.com/propiedades/departamento-en-venta-en-cancun-zona-hotelera-57036910.html,"Departamento en Venta en Cancún Zona Hotelera,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 310,000",5747400.0,85,85,2,,,57036910
642,Departamento en Venta en Cancún.,https://www.inmuebles24.com/propiedades/departamento-en-venta-en-cancun.-56164307.html," Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 750,000",13905000.0,260,260,3,,,56164307
643,Bay View Grand Departamento,https://www.inmuebles24.com/propiedades/bay-view-grand-departamento-52743474.html," Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 1,100,000",20394000.0,285,285,3,,2,52743474
644,Departamento en Venta en Cancun/zona Hotelera/emerald,https://www.inmuebles24.com/propiedades/departamento-en-venta-en-cancun-zona-hotelera-emerald-57185669.html,"Departamento en Venta en Cancun/zona Hotelera/emerald,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 1,825,000",33835500.0,300,300,3,,,57185669
645,"Departamento Venta T1 Marea Cancun $8,810,959 Ginmed E1",https://www.inmuebles24.com/propiedades/departamento-venta-t1-marea-cancun-$8-810-959-ginmed-55736200.html,"Departamento Venta T1 Marea Cancun $8,810,959 Ginmed E1,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 8,810,959",8810959.0,172,172,2,,,55736200
646,Departamento en Venta en Isla Dorada Cancún,https://www.inmuebles24.com/propiedades/departamento-en-venta-en-isla-dorada-cancun-57036694.html,"Departamento en Venta en Isla Dorada Cancún,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 5,250,000",5250000.0,180,180,2,,,57036694
647,Sls Cancun Hotelera y Residencias Pre - Venta! C2352,https://www.inmuebles24.com/propiedades/sls-cancun-hotelera-y-residencias-pre-venta!-c2352-55437805.html,"Puerto Cancún 0,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 1,700,000",31518000.0,256,256,3,,2,55437805
648,Departamento en Venta en Cancún,https://www.inmuebles24.com/propiedades/departamento-en-venta-en-cancun-55961254.html," Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 6,350,000",6350000.0,190,190,3,,2,55961254
649,"Departamento en Venta Ubicado en Zona Lujosa de Cancún, Mod. N - 4f ""Allure"".",https://www.inmuebles24.com/propiedades/departamento-en-venta-ubicado-en-zona-lujosa-de-53106493.html,"""ALLURE"". Azul Bonampak N-4F,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 22,553,147",22553147.0,371,371,4,,,53106493
650,Departamento en Venta en Riva en Puerto Cancun,https://www.inmuebles24.com/propiedades/departamento-en-venta-en-riva-en-puerto-cancun-56810776.html," Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 10,373,228",10373228.0,179,179,2,,,56810776
651,Departamento en Venta Cancún Zona Hotelera/ Las Olas,https://www.inmuebles24.com/propiedades/departamento-en-venta-cancun-zona-hotelera-las-olas-57036971.html,"Departamento en Venta  Cancún  Zona Hotelera/ Las Olas,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 2,300,000",42642000.0,330,330,3,,,57036971
652,Departamento en Venta Torre Laguna Isla Dorada,https://www.inmuebles24.com/propiedades/departamento-en-venta-torre-laguna-isla-dorada-56809105.html,"Departamento en Venta Torre Laguna Isla Dorada,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 192,587",3570562.98,75,,1,,,56809105
653,"En Oferta Penthouse Tipo Loft de Lujo, en El Mar en Zona Hotelera $8,000,000",https://www.inmuebles24.com/propiedades/en-oferta-penthouse-tipo-loft-de-lujo-en-el-mar-en-53555431.html,"peninsula cancun,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 8,000,000",8000000.0,200,198,2,,1,53555431
654,Bay View Grand Departamento de 3 Recamaras Frente Al Mar de Lujo en Piso 6,https://www.inmuebles24.com/propiedades/bay-view-grand-departamento-de-3-recamaras-frente-al-56291345.html,"Bay View Grand  Departamento de 3 Recamaras Frente al Mar de Lujo en Piso 6,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 760,000",14090400.0,240,240,3,,2,56291345
655,Departamento en Venta en Cancún Zona Hotelera,https://www.inmuebles24.com/propiedades/departamento-en-venta-en-cancun-zona-hotelera-57037116.html,"Departamento en Venta en Cancún Zona Hotelera,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 375,000",6952500.0,90,90,2,,,57037116
656,Exceptional Departamento en Lahia,https://www.inmuebles24.com/propiedades/exceptional-departamento-en-lahia-56169596.html,"Exceptional Departamento en Lahia,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 1,600,000",29664000.0,290,290,3,,2,56169596
657,Departamento Preventa Puerto Cancun Be Towers,https://www.inmuebles24.com/propiedades/departamento-preventa-puerto-cancun-be-towers-54562309.html," Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 4,208,400",4208400.0,93,93,1,,1,54562309
658,"Departamento en Venta Frente Al Mar 2 Recamaras, zona Hotelera/ $670.000 Usd",https://www.inmuebles24.com/propiedades/departamento-en-venta-frente-al-mar-2-recamaras-zona-53628535.html," maralago,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 670,000",12421800.0,180,180,2,,2,53628535
659,Punta Cancun – Departamento de Lujo Frente Al Mar C1999,https://www.inmuebles24.com/propiedades/punta-cancun-departamento-de-lujo-frente-al-mar-56340450.html,"Punta Cancun – Departamento de Lujo Frente al mar  C1999,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 730,000",13534200.0,228,228,3,,2,56340450
660,"Departamento Amueblado en Zona Hotelera Frente Al Mar Bellisimo $3,000 Usd",https://www.inmuebles24.com/propiedades/departamento-amueblado-en-zona-hotelera-frente-al-mar-53625523.html,"portofino zona hotelera,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 670,000",12421800.0,200,198,2,,2,53625523
661,Departamento en Bay View Grand Cancún,https://www.inmuebles24.com/propiedades/departamento-en-bay-view-grand-cancun-55394065.html,"Blvd. Kukulcan, Km 11- Zona Hotelera, Cancún  Q.Roo,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 850,000",15759000.0,268,268,3,,2,55394065
662,"Con Vista Al Mar 3 Villas en 1, Villas Marlin Zona Hotelera",https://www.inmuebles24.com/propiedades/con-vista-al-mar-3-villas-en-1-villas-marlin-zona-56283034.html,"Con Vista al Mar 3 Villas en 1, Villas Marlin Zona Hotelera,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 750,000",13905000.0,275,275,4,,,56283034
663,Departamentos de Lujo en Puerto Cancún,https://www.inmuebles24.com/propiedades/departamentos-de-lujo-en-puerto-cancun-56263312.html,"Departamentos de Lujo en Puerto Cancún,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 11,289,437",11289437.0,232,232,3,,,56263312
664,Puerto Cancun 214 a 492 m². I,https://www.inmuebles24.com/propiedades/puerto-cancun-214-a-492-m-sup2-.-i-53991565.html,"Puerto Cancun,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 420,000",7786800.0,212,214,3,,2,53991565
665,Venta de Departamento en Be Towers Cancún en Piso 16 Excelente Vista,https://www.inmuebles24.com/propiedades/venta-de-departamento-en-be-towers-cancun-en-piso-16-54974727.html," Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 8,500,000",8500000.0,200,200,2,,1,54974727
666,Bay View Grand Cancun,https://www.inmuebles24.com/propiedades/bay-view-grand-cancun-56021253.html,"BAY View Grand Cancun,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 680,000",12607200.0,191,191,2,,,56021253
667,Departamento en Venta Cancun Towers Puerto Cancun,https://www.inmuebles24.com/propiedades/departamento-en-venta-cancun-towers-puerto-cancun-56913031.html,"Bonampak,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 5,000,000",5000000.0,180,180,2,,2,56913031
668,"Penthouse en Be Towers, Puerto Cancun",https://www.inmuebles24.com/propiedades/penthouse-en-be-towers-puerto-cancun-52296883.html," Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 1,500,000",27810000.0,696,696,4,,2,52296883
669,Pre Venta Departamento en Torre Laguna,https://www.inmuebles24.com/propiedades/pre-venta-departamento-en-torre-laguna-56809080.html,"Pre Venta Departamento en Torre Laguna,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 192,284",3564945.36,,,1,,1,56809080
670,"Departamento en Venta en Pok Ta Pok, Zona Hotelera",https://www.inmuebles24.com/propiedades/departamento-en-venta-en-pok-ta-pok-zona-hotelera-55744482.html," Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 340,000",6303600.0,142,142,2,,2,55744482
671,Departamento en Venta en Cancun Zona Hotelera,https://www.inmuebles24.com/propiedades/departamento-en-venta-en-cancun-zona-hotelera-57036531.html,"Departamento en Venta en Cancun Zona Hotelera,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 1,700,000",31518000.0,200,200,3,,1,57036531
672,Departamento en Venta en Cancún/villas Marlin/ Zona Hotelera,https://www.inmuebles24.com/propiedades/departamento-en-venta-en-cancun-villas-marlin-zona-57037232.html,"Departamento en Venta en Cancún/villas Marlin/ Zona Hotelera,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 550,000",10197000.0,147,147,2,,,57037232
673,Departamento en Venta Vista Al Mar.,https://www.inmuebles24.com/propiedades/departamento-en-venta-vista-al-mar.-55613923.html," Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 9,400,000",9400000.0,220,220,3,,2,55613923
674,Depto en Venta en Bay View Grand,https://www.inmuebles24.com/propiedades/depto-en-venta-en-bay-view-grand-56183027.html," Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 2,300,000",42642000.0,550,320,4,,2,56183027
675,Departamento en Venta en Cancun en Peninsula Frente Al Mar de 2 Niveles,https://www.inmuebles24.com/propiedades/departamento-en-venta-en-cancun-en-peninsula-frente-al-56329271.html,"Península,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 410,000",7601400.0,189,189,2,,1,56329271
676,Venta de Espectacular PH en Cancun,https://www.inmuebles24.com/propiedades/venta-de-espectacular-ph-en-cancun-54162101.html," Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 2,002,325",37123105.5,308,308,4,,,54162101
677,"Departamento en Venta Ubicado en Zona Lujosa de Cancún, Mod. N - 1c ""Allure"".",https://www.inmuebles24.com/propiedades/departamento-en-venta-ubicado-en-zona-lujosa-de-55894061.html,"""ALLURE"" Azul Bonampak N-1C,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 14,187,079",14187079.0,319,319,3,,,55894061
678,"Departamento en Venta con Vista Al Mar, Ubicado en Lujosa Zona de Cancún, Mod. N - 2d ""Allure""",https://www.inmuebles24.com/propiedades/departamento-en-venta-con-vista-al-mar-ubicado-en-53107234.html,"""ALLURE"" Azul Bonampak N-2D PUERTO CANCUN,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 11,913,356",11913356.0,209,209,2,,,53107234
679,"Departamento Venta Antaal Puerto Cancún ""D"" $21,830,514 Antaal E1",https://www.inmuebles24.com/propiedades/departamento-venta-antaal-puerto-cancun-d-53587429.html," Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 21,830,514",21830514.0,410,410,4,,,53587429
680,Departamento Frente Al Mar a La Venta en Emerald Cancun,https://www.inmuebles24.com/propiedades/departamento-frente-al-mar-a-la-venta-en-emerald-57265927.html,"Zona Hotelera cancun,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 49,000,000",49000000.0,372,372,4,,2,57265927
681,Penthouse en Venta en Cancún con Vista Al Mar,https://www.inmuebles24.com/propiedades/penthouse-en-venta-en-cancun-con-vista-al-mar-56164719.html," Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 1,600,000",29664000.0,492,492,4,,,56164719
682,"Departamento en Venta Ubicado en Zona Lujosa de Cancún, Mod. N - 1d ""Allure"".",https://www.inmuebles24.com/propiedades/departamento-en-venta-ubicado-en-zona-lujosa-de-53106491.html,"""ALLURE"". Azul Bonampak N-1D,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 12,395,384",12395384.0,226,226,2,,,53106491
683,Venta de Departamento en Residencial Entre Zona Hotelera y Centro Cancun,https://www.inmuebles24.com/propiedades/venta-de-departamento-en-residencial-entre-zona-57164213.html,"RETORNO ANTONIO E SAVIGNAC,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 6,300,000",6300000.0,190,190,3,,2,57164213
684,Shark Towers Desarrollo,https://www.inmuebles24.com/propiedades/shark-towers-desarrollo-52743471.html," Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 459,000",8509860.0,130,130,1,,1,52743471
685,Departamento en Venta en Isla Dorada,https://www.inmuebles24.com/propiedades/departamento-en-venta-en-isla-dorada-56902337.html,"Departamento en Venta en Isla Dorada,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 14,000,000",14000000.0,295,295,3,,2,56902337
686,Harbour Beach Puerto Cancun Departamentos Vista Al Mar,https://www.inmuebles24.com/propiedades/harbour-beach-puerto-cancun-departamentos-vista-al-mar-56713480.html," Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 890,000",16500600.0,300,300,3,,,56713480
687,"Departamento Zona Table en Venta, Cancún",https://www.inmuebles24.com/propiedades/departamento-zona-table-en-venta-cancun-56542608.html,"El Table,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 625,000",11587500.0,625,625,3,,2,56542608
688,Departamento en Venta Torre Laguna en Isla Dorada,https://www.inmuebles24.com/propiedades/departamento-en-venta-torre-laguna-en-isla-dorada-56809095.html,"Departamento en Venta Torre Laguna en Isla Dorada,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 191,375",3548092.5,,,1,,,56809095
689,"Venta de Departamento Torre Laguna, Zona Hotelera, Cancún.",https://www.inmuebles24.com/propiedades/venta-de-departamento-torre-laguna-zona-hotelera-56809104.html,"Venta de Departamento Torre Laguna, Zona Hotelera, Cancún.,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 192,284",3564945.36,,,1,,1,56809104
690,Departamento Villas Marlin Frente Al Mar en Venta,https://www.inmuebles24.com/propiedades/departamento-villas-marlin-frente-al-mar-en-venta-55152526.html,"Departamento en Venta Frente al mar en  Villas Marlyn, Cancun,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 330,000",6118200.0,122,188,3,,2,55152526
691,Penthouse Frente Al Mar a La Venta en Bay View Grand Cancun Zona Hotelera,https://www.inmuebles24.com/propiedades/penthouse-frente-al-mar-a-la-venta-en-bay-view-grand-57263468.html,"Zona Hotelera,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 47,500,000",47500000.0,541,541,4,,2,57263468
692,Departamento en Venta en Cancun Zona Hotelera,https://www.inmuebles24.com/propiedades/departamento-en-venta-en-cancun-zona-hotelera-57185871.html,"Departamento en Venta en Cancun Zona Hotelera,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 2,100,000",38934000.0,319,319,3,,2,57185871
693,"Departamento en Venta Torre Laguna, Zona Hotelera, Cancún.",https://www.inmuebles24.com/propiedades/departamento-en-venta-torre-laguna-zona-hotelera-56808980.html,"Departamento en Venta Torre Laguna, Zona Hotelera, Cancún.,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 176,519",3272662.26,,,1,,1,56808980
694,Venta de Departamento con Vista Al Mar en Residencial Zona Hotelera Cancun,https://www.inmuebles24.com/propiedades/venta-de-departamento-con-vista-al-mar-en-residencial-56080309.html," Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 260,000",4820400.0,80,80,2,,1,56080309
695,Departamento en Venta en Zona Hotelera,https://www.inmuebles24.com/propiedades/departamento-en-venta-en-zona-hotelera-55838752.html," Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 9,059,387",9059387.0,153,153,2,,2,55838752
696,De La Mar Puerto Cancun Departamento en Venta,https://www.inmuebles24.com/propiedades/de-la-mar-puerto-cancun-departamento-en-venta-57210733.html,"puerto cancun,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 579,820",10749862.799999999,206,206,2,,2,57210733
697,Departamento - Zona Hotelera,https://www.inmuebles24.com/propiedades/departamento-zona-hotelera-57300189.html,"Departamento EN Venta EN Cancun EN Zona Hotelra,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 650,000",12051000.0,,,4,,,57300189
698,Hermoso y Fabuloso en Isla Dorada,https://www.inmuebles24.com/propiedades/hermoso-y-fabuloso-en-isla-dorada-55669583.html," Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 6,500,000",6500000.0,120,120,2,,2,55669583
699,"Lujoso Departamento en Novo Cancun 800,000 Usd. Cancun, Q. Roo",https://www.inmuebles24.com/propiedades/lujoso-departamento-en-novo-cancun-800-000-usd.-55088211.html," Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 800,000",14832000.0,243,243,3,,2,55088211
700,"Se Vende Departamento, Bay View Grand Zona Hotelera, Cancun",https://www.inmuebles24.com/propiedades/se-vende-departamento-bay-view-grand-zona-hotelera-57171901.html,"SE Vende Departamento,  BAY View Grand, Zona Hotelera, Cancun,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 800,000",14832000.0,240,240,3,,2,57171901
701,"Penthouse Venta Antaal Puerto Cancún ""Ph"" $30,584,098 Antaal E1",https://www.inmuebles24.com/propiedades/penthouse-venta-antaal-puerto-cancun-ph-$30-584-098-53587733.html," Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 30,584,098",30584098.0,612,612,4,,,53587733
702,Departamento en Venta en Allure Puerto Cancun de 4 Recamaras,https://www.inmuebles24.com/propiedades/departamento-en-venta-en-allure-puerto-cancun-de-4-55378860.html,"Allure Puerto Cancún,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 17,200,000",17200000.0,362,362,4,,2,55378860
703,Excelente Inversion! 3 Deptos Al Precio de 1 en Cancún! C1482,https://www.inmuebles24.com/propiedades/excelente-inversion!-3-deptos-al-precio-de-1-en-56340772.html,"Excelente Inversion!  3 Deptos al Precio de 1 en Cancún!!! C1482,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 299,900",5560146.0,179,179,3,,,56340772
704,"Departamento Allure en Torre Norte, Puerto Cancún. Modelo N - B1",https://www.inmuebles24.com/propiedades/departamento-allure-en-torre-norte-puerto-cancun.-53106488.html," Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 13,641,008",13641008.0,248,198,3,,2,53106488
705,Departamento en Venta en Cancún Zona Hotelera,https://www.inmuebles24.com/propiedades/departamento-en-venta-en-cancun-zona-hotelera-57332740.html,"Departamento Vista al mar y Laguna  en Venta en Cancun  Zona Hotelera,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 774,000",14349960.0,,,4,,,57332740
706,Departamento en Venta en Cancún Zona Hotelera/solymar,https://www.inmuebles24.com/propiedades/departamento-en-venta-en-cancun-zona-hotelera-solymar-57036772.html,"Departamento en Venta en Cancún  Zona Hotelera/solymar,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 380,000",7045200.0,260,260,3,,,57036772
707,Venta Pent House a La Orilla del Mar - Zona Hotelera - Cancun,https://www.inmuebles24.com/propiedades/venta-pent-house-a-la-orilla-del-mar-zona-hotelera-55432074.html,"Punta Cancun, Zona Hotelera, 77500 Cancún, Q.R,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 1,200,000",22248000.0,330,315,4,,2,55432074
708,Departamento de Lujo en Axent Puerto Cancun $6,https://www.inmuebles24.com/propiedades/departamento-de-lujo-en-axent-puerto-cancun-$6-57248383.html,"Axent  By Isola Puerto Cancun,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 6,901,000",6901000.0,159,159,2,,2,57248383
709,Sky Residence Para Estrenar Precio de Preventa,https://www.inmuebles24.com/propiedades/sky-residence-para-estrenar-precio-de-preventa-51489044.html,"puerto cancun ,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 6,600,000",6600000.0,150,150,2,,2,51489044
710,Hermoso Hotel en Zona Hotelera,https://www.inmuebles24.com/propiedades/hermoso-hotel-en-zona-hotelera-56381277.html,"Hermoso Hotel en Zona Hotelera,  Zona Hotelera, Cancún","Zona Hotelera, Cancún",MN 1,1.0,,,1,,,56381277
711,Departamentos Preventa Torre Laguna,https://www.inmuebles24.com/propiedades/departamentos-preventa-torre-laguna-54433124.html,"Bulevard Kukulcan,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 3,265,610",3265610.0,70,70,1,,1,54433124
712,Maravilloso Penthouse en Venta,https://www.inmuebles24.com/propiedades/maravilloso-penthouse-en-venta-56718435.html," Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 30,000,000",30000000.0,393,313,3,,6,56718435
713,Venta Departamento Penthouse Naima Cancun Frente Al Mar,https://www.inmuebles24.com/propiedades/venta-departamento-penthouse-naima-cancun-frente-al-56328098.html,"Venta Departamento Penthouse Naima Cancun Frente AL MAR,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 3,000,000",55620000.0,749,482,4,,4,56328098
714,Hermoso Departamento en Venta Frente Al Maren Cancun,https://www.inmuebles24.com/propiedades/hermoso-departamento-en-venta-frente-al-maren-cancun-55297318.html," Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 650,000",12051000.0,184,184,2,,2,55297318
715,De La Mar - Departamentos en Venta / Apartments For Sale,https://www.inmuebles24.com/propiedades/de-la-mar-departamentos-en-venta-apartments-for-56616559.html," Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 830,000",15388200.0,195,195,3,,2,56616559
716,"Puerto Cancun, Cancun Towers Cancun",https://www.inmuebles24.com/propiedades/puerto-cancun-cancun-towers-cancun-55366476.html,"puerto cancun,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 7,600,000",7600000.0,251,251,3,,2,55366476
717,Departamento en Venta en Cancun/zona Hotelera/portofino,https://www.inmuebles24.com/propiedades/departamento-en-venta-en-cancun-zona-57038042.html,"Departamento en Venta en Cancun/zona Hotelera/portofino,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 780,000",14461200.0,200,200,3,,,57038042
718,Departamento 1 Recamara en Venta en Torre Laguna,https://www.inmuebles24.com/propiedades/departamento-1-recamara-en-venta-en-torre-laguna-56763083.html,"Preventa Torre Laguna 306,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 190,466",3531239.6399999997,,,1,,1,56763083
719,Maralago Departamento en Renta o Venta,https://www.inmuebles24.com/propiedades/maralago-departamento-en-renta-o-venta-56000125.html,"Maralago Departamento EN Renta O Venta,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 700,000",12978000.0,,,2,,,56000125
720,Departamento en Venta en Cancún,https://www.inmuebles24.com/propiedades/departamento-en-venta-en-cancun-56490349.html," Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 13,291,110",13291110.0,210,210,3,,2,56490349
721,Penthouse Comercial y Residencial en Villas Marlin Zona Hotelera,https://www.inmuebles24.com/propiedades/penthouse-comercial-y-residencial-en-villas-marlin-56282978.html,"Penthouse Comercial y Residencial en Villas Marlin Zona Hotelera,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 378,000",7008120.0,135,135,2,,,56282978
722,"Departamento en Venta en Novo Cancun, Puerto Cancùn",https://www.inmuebles24.com/propiedades/departamento-en-venta-en-novo-cancun-puerto-cancun-55973422.html,"Departamento en Venta en Novo Cancun, Puerto Cancùn,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 16,000,000",16000000.0,245,240,3,,2,55973422
723,Departamento en Isla Bonita / Apartment in Isla Bonita,https://www.inmuebles24.com/propiedades/departamento-en-isla-bonita-apartment-in-isla-bonita-57046175.html,"Isla Bonita,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 325,000",6025500.0,140,140,3,,2,57046175
724,Departamento Frente Al Mar en Torre Península,https://www.inmuebles24.com/propiedades/departamento-frente-al-mar-en-torre-peninsula-55526122.html,"Torre Península,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 650,000",12051000.0,257,257,4,,1,55526122
725,Departamento en Venta en Bay View Grand,https://www.inmuebles24.com/propiedades/departamento-en-venta-en-bay-view-grand-56902068.html,"Departamento en Venta en Bay View Grand,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 750,000",13905000.0,240,240,3,,2,56902068
726,Espectacular Villa y Lock Off Renta Vacacional Vista Al Mar en Venta,https://www.inmuebles24.com/propiedades/espectacular-villa-y-lock-off-renta-vacacional-vista-55999096.html,"Espectacular Villa Y Lock OFF Renta Vacacional Vista AL MAR EN Venta,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 600,000",11124000.0,,,2,,,55999096
727,Venta de Departamento Condominio Brisas Zh Cancún,https://www.inmuebles24.com/propiedades/venta-de-departamento-condominio-brisas-zh-cancun-56368164.html,"Condiminio Brisas Zona Hotelera,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 1,400,000",25956000.0,220,180,4,,1,56368164
728,"Departamento en Venta en Isla Real, Isla Dorada",https://www.inmuebles24.com/propiedades/departamento-en-venta-en-isla-real-isla-dorada-56902244.html,"Departamento en Venta en Isla Real, Isla Dorada,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 375,000",6952500.0,164,164,2,,1,56902244
729,Penthouse Comercial y Residencial en Villas Marlin Zona Hotelera,https://www.inmuebles24.com/propiedades/penthouse-comercial-y-residencial-en-villas-marlin-56283032.html,"Penthouse Comercial y Residencial en Villas Marlin Zona Hotelera,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 382,000",7082280.0,103,103,2,,,56283032
730,Departamento Venta en Isla Dorada - Zona Hotelera Cancun,https://www.inmuebles24.com/propiedades/departamento-venta-en-isla-dorada-zona-hotelera-56009315.html," Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 250,000",4635000.0,86,86,1,,1,56009315
731,Departamento en Venta en Cancun/zona Hotelera/peninsula,https://www.inmuebles24.com/propiedades/departamento-en-venta-en-cancun-zona-57037898.html,"Departamento en Venta en Cancun/zona Hotelera/peninsula,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 750,000",13905000.0,182,182,3,,1,57037898
732,Penthouse en Venta Punta Cancún Zona Hotelera,https://www.inmuebles24.com/propiedades/penthouse-en-venta-punta-cancun-zona-hotelera-56371159.html,"Penthouse en Venta Punta Cancún Zona Hotelera,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 1,700,000",31518000.0,422,422,3,,2,56371159
733,Departamento en Venta en Zona Hotelera,https://www.inmuebles24.com/propiedades/departamento-en-venta-en-zona-hotelera-53169866.html," Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 375,000",6952500.0,210,210,3,,2,53169866
734,"Condominio de 2 Recamaras en La Mejor Zona, Cancun",https://www.inmuebles24.com/propiedades/condominio-de-2-recamaras-en-la-mejor-zona-cancun-53400188.html,"Antonio Enríquez Savignac, Zona Hotelera, Cancún,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 5,500,000",5500000.0,140,140,2,,1,53400188
735,"Departamento Loft en Venta, Brezza Towers, Torre Aire, Cancun",https://www.inmuebles24.com/propiedades/departamento-loft-en-venta-brezza-towers-torre-aire-55418344.html,"Av Bonampak El Table ,,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 3,300,000",3300000.0,73,73,0,,2,55418344
